"No.","Time","Source","Destination","Protocol","Length","Info"
"471","1.953885000","QuantaCo_cd:96:63","Broadcast","ARP","60","Who has 10.10.10.1?  Tell 10.10.12.78"
"472","1.960756000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"473","1.960869000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"474","1.962409000","fe80::7870:30d5:21da:4bb1","ff02::1:ffda:4bb1","ICMPv6","86","Multicast Listener Report"
"475","1.962869000","fe80::d204:1ff:fea4:ce0e","ff02::1:ffa4:ce0e","ICMPv6","86","Multicast Listener Report"
"476","1.993375000","10.10.15.155","10.10.15.255","NBNS","92","Name query NB PHADKE-PC<20>"
"477","2.001000000","fe80::f68e:38ff:fe87:410e","ff02::1:ff87:410e","ICMPv6","86","Multicast Listener Report"
"478","2.003619000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M5.RGEQWBQ.COM<00>"
"479","2.007478000","fe80::fabc:12ff:fe6b:32ce","ff02::1:ff6b:32ce","ICMPv6","86","Multicast Listener Report"
"480","2.008352000","fe80::4a4d:7eff:fec6:fea2","ff02::1:ffc6:fea2","ICMPv6","86","Multicast Listener Report"
"481","2.010330000","fe80::d06e:1cfe:a5a9:62e1","ff02::1:ffa9:62e1","ICMPv6","86","Multicast Listener Report"
"482","2.016527000","Dell_f3:95:00","Broadcast","ARP","60","Who has 10.10.11.76?  Tell 10.10.11.169"
"483","2.019202000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M25.AQFYRGB.IN<00>"
"484","2.021000000","Dell_b2:39:6a","Broadcast","ARP","60","Who has 10.10.11.160?  Tell 10.10.11.21"
"485","2.023877000","fe80::6e72:20ff:fee8:23ba","ff02::1","ICMPv6","78","Router Advertisement from 6c:72:20:e8:23:ba"
"486","2.027282000","Dell_06:31:9d","Broadcast","ARP","60","Who has 10.10.11.160?  Tell 10.10.10.218"
"487","2.028246000","fe80::6600:6aff:fe8c:c753","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"488","2.042668000","fe80::f68e:38ff:fe87:7387","ff02::1:ff87:7387","ICMPv6","86","Multicast Listener Report"
"489","2.065692000","fe80::ca1f:66ff:fe06:4fb6","ff02::1:ff06:4fb6","ICMPv6","86","Multicast Listener Report"
"490","2.066070000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M13.KLRECBW.COM<00>"
"491","2.069494000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M22.UREYDAN.COM<00>"
"492","2.070713000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M21.IWTICYM.CC<00>"
"493","2.100626000","fe80::2a3b:82ff:fe30:bdcd","ff02::1","ICMPv6","78","Router Advertisement from 28:3b:82:30:bd:cd"
"494","2.108818000","fe80::a9cb:7e0f:52d9:221b","ff02::1:ffd9:221b","ICMPv6","86","Multicast Listener Report"
"495","2.110026000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"496","2.110188000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"497","2.127029000","fe80::8616:f9ff:fe55:3de3","ff02::2","ICMPv6","86","Multicast Listener Report"
"498","2.132757000","fe80::221:9bff:fe6e:4b01","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"499","2.138738000","fe80::1a0f:76ff:fe8d:4370","ff02::1","ICMPv6","78","Router Advertisement from 18:0f:76:8d:43:70"
"500","2.151317000","fe80::fe29:a1c7:37ad:ff50","ff02::2","ICMPv6","86","Multicast Listener Report"
"501","2.152259000","fe80::6600:6aff:fe8c:c753","ff02::1:ff8c:c753","ICMPv6","86","Multicast Listener Report"
"502","2.159728000","cc:98:91:37:97:53","Broadcast","0x8899","60","Ethernet II"
"503","2.159854000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M0.KSTPCRI.ORG<00>"
"504","2.165585000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M15.DFKKFOS.NET<00>"
"505","2.175272000","fe80::8ee7:48ff:fe64:92e9","ff02::1:ff64:92e9","ICMPv6","86","Multicast Listener Report"
"506","2.175476000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M11.JJARTCM.COM<00>"
"507","2.177356000","fe80::b283:feff:fe84:34eb","ff02::1:ff84:34eb","ICMPv6","86","Multicast Listener Report"
"508","2.182492000","fe80::4da:4533:a493:a19","ff02::1:ff93:a19","ICMPv6","86","Multicast Listener Report"
"509","2.191098000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M9.SFEYPXE.COM<00>"
"510","2.227843000","fe80::6600:6aff:fe8c:c9e4","ff02::1:ff8c:c9e4","ICMPv6","86","Multicast Listener Report"
"511","2.238307000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M34.PWFEPCZ.COM<00>"
"512","2.240187000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"513","2.240367000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"514","2.252516000","fe80::30c8:21c9:5f25:3d1e","ff02::1:ff25:3d1e","ICMPv6","86","Multicast Listener Report"
"515","2.253588000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M16.ORHPOAF.COM<00>"
"516","2.253766000","10.10.11.160","10.10.15.255","NBNS","92","Name query NB VLSI20<20>"
"517","2.259254000","fe80::6d1e:15f1:129d:2127","ff02::1:ff9d:2127","ICMPv6","86","Multicast Listener Report"
"518","2.269217000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M17.JTALNIB.COM<00>"
"519","2.269642000","10.10.15.252","224.0.0.251","MDNS","81","Standard query 0x0000  ANY DESKTOP-RQ8GU5N.local, ""QM"" question"
"520","2.269695000","fe80::1812:4a3b:3cf3:97f0","ff02::fb","MDNS","101","Standard query 0x0000  ANY DESKTOP-RQ8GU5N.local, ""QM"" question"
"521","2.269716000","10.10.15.252","224.0.0.251","MDNS","119","Standard query response 0x0000  AAAA fe80::1812:4a3b:3cf3:97f0 A 10.10.15.252"
"522","2.269790000","fe80::1812:4a3b:3cf3:97f0","ff02::fb","MDNS","139","Standard query response 0x0000  AAAA fe80::1812:4a3b:3cf3:97f0 A 10.10.15.252"
"523","2.269815000","fe80::1812:4a3b:3cf3:97f0","ff02::1:3","LLMNR","95","Standard query 0xbff7  ANY DESKTOP-RQ8GU5N"
"524","2.269831000","10.10.15.252","224.0.0.252","LLMNR","75","Standard query 0xbff7  ANY DESKTOP-RQ8GU5N"
"525","2.274781000","fe80::1812:4a3b:3cf3:97f0","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"526","2.275180000","fe80::1812:4a3b:3cf3:97f0","ff02::2","ICMPv6","86","Multicast Listener Done"
"527","2.275532000","fe80::726d:ecff:fe02:a6","ff02::1","ICMPv6","86","Multicast Listener Query"
"528","2.277699000","fe80::1812:4a3b:3cf3:97f0","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"529","2.277978000","fe80::726d:ecff:fe02:a6","ff02::1","ICMPv6","86","Multicast Listener Query"
"530","2.279136000","fe80::8919:80f4:4d2e:b3f8","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"531","2.293897000","fe80::194f:e6f8:dfa4:d1ec","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"532","2.294993000","fe80::84bd:4f03:d16d:7571","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"533","2.300489000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M33.ONTWPIR.BIZ<00>"
"534","2.304373000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M1.BLGUJZI.COM<00>"
"535","2.317667000","fe80::fabc:12ff:fe6b:63a1","ff02::1:ff6b:63a1","ICMPv6","86","Multicast Listener Report"
"536","2.319211000","fe80::c10b:cc3e:ca5b:aea9","ff02::1:ff5b:aea9","ICMPv6","86","Multicast Listener Report"
"537","2.323984000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"538","2.326952000","fe80::b598:5edf:149e:a0c","ff02::1:ff9e:a0c","ICMPv6","86","Multicast Listener Report"
"539","2.330238000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"540","2.335198000","fe80::fabc:12ff:fe82:735","ff02::1:ff82:735","ICMPv6","86","Multicast Listener Report"
"541","2.337737000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"542","2.344447000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"543","2.349776000","fe80::7876:c84c:e462:f148","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"544","2.350446000","fe80::726d:ecff:fe02:209","ff02::1:ff00:0","ICMPv6","86","Multicast Listener Report"
"545","2.350792000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"546","2.351571000","e4:46:da:09:9a:77","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 0"
"547","2.358269000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"548","2.364108000","fe80::224:21ff:fef0:535e","ff02::1:fff0:535e","ICMPv6","86","Multicast Listener Report"
"549","2.364966000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"550","2.368173000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"551","2.368475000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"552","2.370828000","fe80::7a45:c4ff:fe29:fbc","ff02::1:ff29:fbc","ICMPv6","86","Multicast Listener Report"
"553","2.371317000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"554","2.372864000","fe80::b283:feff:fe84:3d2f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"555","2.378350000","50:9a:4c:17:f8:fa","Broadcast","ARP","60","Who has 10.10.15.101?  Tell 10.10.15.233"
"556","2.380802000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"557","2.386070000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"558","2.389766000","fe80::79c3:7143:8df2:b239","ff02::1:fff2:b239","ICMPv6","86","Multicast Listener Report"
"559","2.391701000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"560","2.400868000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"561","2.406514000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"562","2.409872000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB V1.CZCXGDT.RU<00>"
"563","2.409938000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M38.JQZSSJA.COM<00>"
"564","2.410056000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M10.QNXHCQF.COM<00>"
"565","2.410125000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M3.AGCDNSK.ORG<00>"
"566","2.412197000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"567","2.413563000","fe80::56c4:15ff:fec5:14b5","ff02::1:ffc5:14b5","ICMPv6","86","Multicast Listener Report"
"568","2.415169000","fe80::7a45:c4ff:fe27:958e","ff02::1:ff27:958e","ICMPv6","86","Multicast Listener Report"
"569","2.419144000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"570","2.424795000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"571","2.426719000","fe80::d6be:d9ff:feba:b2e8","ff02::1:ffba:b2e8","ICMPv6","86","Multicast Listener Report"
"572","2.428925000","fe80::c6b9:cdff:fe31:9e11","ff02::1:ff31:9e11","ICMPv6","86","Multicast Listener Report"
"573","2.432124000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"574","2.437753000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"575","2.441054000","fe80::4245:daff:fed4:667b","ff02::1:ffd4:667b","ICMPv6","86","Multicast Listener Report"
"576","2.445693000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"577","2.451998000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"578","2.458227000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"579","2.464636000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"580","2.471841000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"581","2.475753000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M6.KSULZBR.COM<00>"
"582","2.476702000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M28.ZOKIJZN.ME<00>"
"583","2.477332000","fe80::6600:6aff:fe8c:cf58","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"584","2.477562000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M29.RQCCIRK.NET<00>"
"585","2.478179000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"586","2.481597000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M12.SOTHBXB.NET<00>"
"587","2.484527000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"588","2.488021000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M14.WDLUKNM.NET<00>"
"589","2.490497000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"590","2.492348000","fe80::92b1:1cff:fe72:9ca3","ff02::1:ff72:9ca3","ICMPv6","86","Multicast Listener Report"
"591","2.494448000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"592","2.496895000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"593","2.503257000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"594","2.503641000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M18.FTPIESG.ME<00>"
"595","2.509593000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"596","2.512132000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M30.RPUZDQA.ME<00>"
"597","2.515600000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"598","2.521909000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"599","2.522864000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M35.MDJEDMJ.COM<00>"
"600","2.524076000","fe80::7c79:81ce:70fd:94b0","ff02::1:fffd:94b0","ICMPv6","86","Multicast Listener Report"
"601","2.528289000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"602","2.534863000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M19.JNUCPWW.NET<00>"
"603","2.537793000","Dell_b2:39:6a","Broadcast","ARP","60","Who has 10.10.12.93?  Tell 10.10.11.21"
"604","2.545114000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"605","2.548923000","fe80::de8:31a9:2896:5e2c","ff02::1:ff30:bdcd","ICMPv6","86","Neighbor Solicitation for fe80::2a3b:82ff:fe30:bdcd from f8:da:0c:00:da:d9"
"606","2.550673000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"607","2.556280000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"608","2.556358000","fe80::bee7:e537:a07e:f97f","ff02::1:ff7e:f97f","ICMPv6","86","Multicast Listener Report"
"609","2.561622000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"610","2.567260000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"611","2.569681000","fe80::6600:6aff:fe8c:ce55","ff02::1:ff8c:ce55","ICMPv6","86","Multicast Listener Report"
"612","2.572849000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"613","2.575137000","fe80::f24d:a2ff:fe23:b97d","ff02::1:ff23:b97d","ICMPv6","86","Multicast Listener Report"
"614","2.578074000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"615","2.578157000","fe80::baca:3aff:febd:3868","ff02::1:ffbd:3868","ICMPv6","86","Multicast Listener Report"
"616","2.583775000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"617","2.588374000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"618","2.588697000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"619","2.589370000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"620","2.595001000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"621","2.600291000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"622","2.603799000","Dell_82:14:d3","Broadcast","ARP","60","Who has 10.10.11.76?  Tell 10.10.13.112"
"623","2.605321000","fe80::a5b3:18d6:e4ee:3134","ff02::1:ffee:3134","ICMPv6","86","Multicast Listener Report"
"624","2.605751000","fe80::4da0:4c30:b248:b841","ff02::1:ff48:b841","ICMPv6","86","Multicast Listener Report"
"625","2.612993000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M41.ZDLRNHG.CC<00>"
"626","2.616886000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"627","2.618873000","10.10.10.133","255.255.255.255","DHCP","342","DHCP Inform   - Transaction ID 0x346a513e"
"628","2.619970000","192.168.0.1","255.255.255.255","DHCP","590","DHCP ACK      - Transaction ID 0x346a513e"
"629","2.619980000","10.10.19.200","255.255.255.255","DHCP","590","DHCP ACK      - Transaction ID 0x346a513e"
"630","2.620422000","Dell_27:49:27","Broadcast","ARP","60","Who has 10.10.19.200?  Tell 10.10.11.255"
"631","2.620428000","Dell_27:49:27","Broadcast","ARP","60","Who has 10.10.19.200?  Tell 10.10.11.255"
"632","2.620496000","Dell_27:49:27","Broadcast","ARP","60","Who has 192.168.0.1?  Tell 10.10.11.255"
"633","2.620499000","Dell_27:49:27","Broadcast","ARP","60","Who has 192.168.0.1?  Tell 10.10.11.255"
"634","2.622485000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"635","2.628157000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"636","2.628624000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M36.QUNBSKN.COM<00>"
"637","2.632792000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M39.DYOPSHW.COM<00>"
"638","2.633473000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"639","2.639137000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"640","2.644256000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M31.XDTSSUY.COM<00>"
"641","2.644739000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"642","2.646930000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M37.YGLCISE.CC<00>"
"643","2.650341000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"644","2.655702000","fe80::baac:6fff:fe69:3d91","ff02::1:ff69:3d91","ICMPv6","86","Multicast Listener Report"
"645","2.655772000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"646","2.657214000","fe80::f68e:38ff:fe87:738a","ff02::1:ff87:738a","ICMPv6","86","Multicast Listener Report"
"647","2.661298000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"648","2.666926000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"649","2.670127000","fe80::b283:feff:fe82:90e7","ff02::1:ff82:90e7","ICMPv6","86","Multicast Listener Report"
"650","2.675090000","fe80::726d:ecff:fe02:f1","ff02::2","ICMPv6","86","Multicast Listener Report"
"651","2.675539000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M40.KLRECBW.COM<00>"
"652","2.675574000","Dell_05:e0:1a","Broadcast","ARP","60","Who has 192.168.8.36?  Tell 192.168.8.3"
"653","2.682461000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"654","2.687807000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"655","2.693376000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"656","2.694864000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"657","2.695596000","fe80::726d:ecff:fe02:109","ff02::1:ff02:109","ICMPv6","86","Multicast Listener Report"
"658","2.698969000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"659","2.704327000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"660","2.709619000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"661","2.714888000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"662","2.716924000","fe80::2c23:4b4e:1528:f5f6","ff02::1:ff28:f5f6","ICMPv6","86","Multicast Listener Report"
"663","2.720223000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"664","2.732097000","fe80::726d:ecff:fe02:212","ff02::2","ICMPv6","86","Multicast Listener Report"
"665","2.735461000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"666","2.740719000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"667","2.746042000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"668","2.753645000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M5.RGEQWBQ.COM<00>"
"669","2.754162000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"670","2.755552000","fe80::fdfb:dd27:fbfd:f891","ff02::1:fffd:f891","ICMPv6","86","Multicast Listener Report"
"671","2.755961000","fe80::f42f:1d5:631b:c464","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"672","2.760212000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"673","2.766231000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"674","2.771543000","Dell_06:31:b1","Broadcast","ARP","60","Who has 10.10.11.37?  Tell 10.10.14.176"
"675","2.772263000","10.10.12.207","255.255.255.255","UDP","78","Source port: commtact-http  Destination port: commtact-http"
"676","2.772296000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"677","2.772413000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M25.DYSJTDW.IN<00>"
"678","2.772993000","fe80::e890:2ed1:d6db:a699","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"679","2.773735000","fe80::e890:2ed1:d6db:a699","ff02::2","ICMPv6","86","Multicast Listener Done"
"680","2.774020000","fe80::726d:ecff:fe02:a6","ff02::1","ICMPv6","86","Multicast Listener Query"
"681","2.776009000","Dell_fd:af:a5","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.32"
"682","2.776704000","f4:8e:38:78:44:20","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.12.180"
"683","2.777356000","fe80::8919:80f4:4d2e:b3f8","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"684","2.778194000","fe80::e890:2ed1:d6db:a699","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"685","2.778313000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"686","2.778757000","Dell_06:48:be","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.11.129"
"687","2.779384000","fe80::e890:2ed1:d6db:a699","ff02::1:ff30:bdcd","ICMPv6","86","Neighbor Solicitation for fe80::2a3b:82ff:fe30:bdcd from 00:1a:a0:b2:3a:a3"
"688","2.779597000","fe80::e890:2ed1:d6db:a699","ff02::1:ff88:fd5c","ICMPv6","86","Neighbor Solicitation for fe80::56b8:aff:fe88:fd5c from 00:1a:a0:b2:3a:a3"
"689","2.779790000","fe80::e890:2ed1:d6db:a699","ff02::1:ff8d:1fb6","ICMPv6","86","Neighbor Solicitation for fe80::1a0f:76ff:fe8d:1fb6 from 00:1a:a0:b2:3a:a3"
"690","2.780003000","fe80::e890:2ed1:d6db:a699","ff02::1:ff8d:4370","ICMPv6","86","Neighbor Solicitation for fe80::1a0f:76ff:fe8d:4370 from 00:1a:a0:b2:3a:a3"
"691","2.780707000","fe80::726d:ecff:fe02:a6","ff02::1","ICMPv6","86","Multicast Listener Query"
"692","2.783187000","f4:8e:38:78:36:f6","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.12.248"
"693","2.783479000","fe80::e890:2ed1:d6db:a699","ff02::1:3","LLMNR","95","Standard query 0xcc21  ANY SOFTWARELABORAT"
"694","2.783793000","10.10.13.142","224.0.0.252","LLMNR","75","Standard query 0xcc21  ANY SOFTWARELABORAT"
"695","2.784308000","f4:8e:38:87:41:9d","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.11.80"
"696","2.784752000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"697","2.785492000","fe80::4406:e2da:db92:d64b","ff02::1:ff92:d64b","ICMPv6","86","Multicast Listener Report"
"698","2.790775000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"699","2.792335000","f4:8e:38:78:46:c8","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.15.17"
"700","2.794012000","fe80::194f:e6f8:dfa4:d1ec","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"701","2.795011000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"702","2.795350000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"703","2.796843000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"704","2.801796000","fe80::f68e:38ff:fe87:4118","ff02::1:ff00:b71","ICMPv6","86","Multicast Listener Report"
"705","2.802845000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"706","2.803454000","f4:8e:38:78:36:1e","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.13.41"
"707","2.803470000","fe80::8f73:61c8:d6d5:1e21","ff02::1:ffd5:1e21","ICMPv6","86","Multicast Listener Report"
"708","2.804462000","Dell_fd:e1:a1","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.12.108"
"709","2.808956000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
